pill_cd,pill_nm,pill_mnf,pill_rv,pill_rvnum,pill_info
11689,선택하라 프리바이오틱스 장건강 솔루션 플러스,자연애에프앤비,5.0,3,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11690,토탈솔루션 프로바이오틱스 5030,헬로바이오,4.5,2,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11691,락토그린 베이직 프로바이오틱스,코오롱제약,5.0,2,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11692,프리락토 프리미엄 장용캡슐,종근당,4.5,2,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11693,락토 생유산균,오늘부터,5.0,2,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11694,바이탈 뉴 포스트바이오틱스,원스닥터,4.5,2,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11695,면역사랑,미궁365,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11696,웰러스 폴리시아 포스트바이오틱스,다인내추럴,4.5,2,"*아침, 식전*   하루에 1회, 1회당 1포씩 물과 함께 드세요"
11697,징크비타 B12,유유헬스케어,5.0,2,"*언제든*   하루에 1회, 1회당 2정씩 드세요"
11698,리튠 프로-리버,LG생활건강,4.0,2,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1정씩 드세요"
11699,비투온 프리바이오틱스 리퀴드,뉴트리원,3.5,2,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11700,프라임 포스트 바이오틱스 플러스,일양약품,5.0,2,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11701,마이코드 포스트바이오틱스 유산균 100억,jw생활건강,4.5,2,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11702,더바이오 하이 키즈 영양제,코오롱제약,4.5,2,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1정씩 드세요"
11703,면역을 채우다,한미양행,3.0,2,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11704,아이커,종근당건강,5.0,2,"*저녁, 식후*   하루에 1회, 1회당 1포씩 우유와 함께 드세요"
11705,징크피콜리네이트 25mg,컨트리라이프,4.5,2,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11706,라이필 더마 콜라겐 바이옴,농심,4.5,2,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11707,로얄 프로폴리스 앤 아연,헬스프랜드,4.5,2,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11708,뉴트리원라이프 알티지 오메가 루테인,뉴트리원,4.5,2,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11709,PNT 웰메가 그린프로폴리스,GC녹십자웰빙,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 씹어서 드세요"
11710,프리미엄 생유산균 19,리얼닥터,5.0,2,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1포씩 드세요"
11711,바이오징크 15mg,솔라레이,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11712,프로바이오틱스 유산균19 키즈 앤 베베,종근당,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11713,아연20,자이모겐,5.0,1,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11714,퍼펙토 프리바이오틱스 FOS 에프오에스,네이처뉴트리션,4.0,1,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11715,로얄 프로폴리스 플라보노이드17 3종 복합 기능성,순수식품,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11716,듀오락 마이크로바이옴7 우먼,쎌바이오텍,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 2포씩 드세요"
11717,온리유어스 칼슘 마그네슘 비타민D 아연,지알앤,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 2정씩 물과 함께 드세요"
11718,더징크디 2000IU,지엠팜,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
11719,장안에화제 액티브,유유제약,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11720,CMG건강연구소 신바이오 패밀리 플러스,CMG제약,4.0,1,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11721,닥터뉴트리 포커스 비타민D 4000IU,CJ웰케어,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1알씩 드세요"
11722,징크키즈,닥터라인,5.0,1,"*언제든*   하루에 1회, 1회당 4ml씩 드세요"
11723,프로 지 골드,노브메타헬스,5.0,1,*아침*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요
11724,장세움 포스트바이오틱스 마이크로바이옴,일양약품,5.0,1,"*아침, 식전*   하루에 1회, 1회당 1포씩 입안에서 녹여서 드세요"
11725,브이푸드 옵티MSM 관절케어,한국야쿠르트,5.0,1,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11726,엔트리 헬스 비 아연,하이리빙,5.0,1,"*아침/점심/저녁*   하루에 3회, 1회당 3정씩 드세요"
11727,타이로 밸런스,닥터스포뮬러,4.0,1,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11728,2019 프리바이오틱스,영진약품,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11729,타히본,웰릿,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 2정씩 드세요"
11730,나만의 면책,충초비책,4.0,1,"*언제든*   하루에 1회, 1회당 1포씩 씹어서 드세요"
11731,프리미엄 프로폴리스정,한국양봉농협,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1정씩 드세요"
11732,앱소락토,컨비노스,5.0,1,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11733,메가 헬씨 플러스,경남제약,3.0,1,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
11734,뉴틴 피로면역케어,에이치케이이노엔,4.0,1,"*언제든, 식후*   하루에 1회, 1회당 2정씩 드세요"
11735,장에 좋은 프로 프리바이오틱스 4000,팜엔탑,4.0,1,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
11736,로얄 프로폴리스 골드,통라이프,3.0,1,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11737,프로폴리스 앤 아연,내추럴메이드,5.0,1,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11738,바이탈 이뮨 더 포스트,리하랑,5.0,1,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11739,징키스틴캡슐,한국팜비오,4.0,1,"*언제든, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11740,이너랩 쌩쌩관절 MSM,셀트리온스킨큐어,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 2정씩 드세요"
11741,이너메이트 더블유,티읕,4.0,1,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11742,펩진 GI,닥터스베스트,5.0,1,"*아침, 식전*   하루에 1회, 1회당 2캡슐씩 드세요"
11743,오마이락 프리미엄 포스트바이오틱스,대원제약,4.0,1,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11744,나올이뮨,나비트,5.0,1,"*언제든*   하루에 1회, 1회당 1병씩 드세요"
11745,메디트리 콘드로이친 비타민D 아연,씨너지아이앤티,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1정씩 드세요"
11746,오마이락 장편한습관 포스트바이오틱스,대원제약,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
11747,프리미엄 폴리코사놀 맥스 골드,헬스팜,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11748,피에스 칼맥,MIA뉴트라,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
11749,징크 비스글리시네이트 30mg,쏜리서치,5.0,1,"*언제든, 식후*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요"
11750,FOS 프리바이오틱스 쿠키앤크림맛,서울약사신협,5.0,1,"*언제든*   하루에 1회, 1회당 1포씩 그대로 또는 음용수에 타서 드세요"
11751,남심男心 포스,광동제약,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 2개씩 드세요"
11752,뉴레클리스 캡슐,메디바이오랩,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
11753,킬레이트 징크 30mg,칼슨랩,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
11754,프리미엄 포스트바이오틱스 엠엠,서울약사신협,5.0,1,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11755,칼슘 맥&amp;징크,네이처스웨이,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 3캡슐씩 드세요"
11756,비타민C+아연 구미,파마넥스,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 4구미씩 씹어서 드세요"
11757,프리네이탈 폴릭애시드,21세기센트리,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
11758,면역앤 포스트바이오틱스 100억 유산균,더좋은,5.0,1,"*언제든*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
11759,히든 핏 가르시니아 포 우먼,라이프포스,5.0,1,"*아침/점심/저녁*   하루에 3회, 1회당 1정씩 충분한 드세요"
11760,듀오락 바이오 가드,쎌바이오텍,4.0,1,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11761,셀타치온드림,엔큐엔에이,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11762,징크 시트레이트 30MG,솔가,4.0,1,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11763,엘더베리 + 징크,파라다이스허브,5.0,1,*아침*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요
11764,더팜 아연 RX25,에프앤디넷,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11765,징크 + 비타민C &amp; 비타민B6,21세기센트리,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
11766,옵티징크 30mg,솔라레이,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
11767,징크 글리시네이트 20mg,노르딕내추럴스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11768,징크 비스글리시네이트 25mg,내추럴엘리먼트,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11769,닥터프로그램 마그네슘 플러스,차바이오에프앤씨,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 2정씩 드세요"
11770,리턴큐 정어리펩타이드,코스맥스바이오,0.0,0,"**   하루에 2회, 1회당 2정씩 드세요"
11771,그린몬스터 이너뷰티 이너공주,그레이스클럽,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 3캡슐씩 드세요"
11772,징크 츄어블 아연,돌피니,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1정씩 드세요"
11773,뉴트리디데이 구강 건강 항균 프로폴리스 츄어블,뉴트리디데이,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11774,메가,셀라케어,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 2캡슐씩 드세요"
11775,믿을신 프리바이오틱스 패밀리,믿을신바이오,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1포씩 드세요"
11776,키즈,피토틱스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
11777,프리락토 키즈,종근당,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
11778,선택하라 밀크씨슬9,자연애에프앤비,0.0,0,"*오전중*   하루에 1회, 1회당 1정씩 드세요"
11779,제노스퍼,휴럼,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
11780,플렉스 파우더 체리베리,유니버셜뉴트리션,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1스쿱씩 음료 300ml에 섞어서 드세요"
11781,인산 식물성 엠에스엠,인산죽염,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
11782,메디트리 프리바이오틱스 프락토올리고당 FOS,씨너지아이앤티,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 물과 함께 드세요"
11783,아연 구미,네이처스웨이,0.0,0,"*언제든*   하루에 1회, 1회당 2구미씩 드세요"
11784,브레인파워1080,체인미,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 물과 함께 드세요"
11785,프리미엄 산양유 1500 츄어블 딸기맛,하이웰,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 최소 3정 - 최대 5정까지 드세요"
11786,레스트 메이트,피디에이치아이엔씨,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
11787,루테인 지아잔틴 아스타잔틴 플러스,바디마인,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11788,UD유디 구강프로폴리스,유디라이프케어,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 녹여먹거나 물과 함께 드세요"
11789,셀프 면역생활,지바이오렉스,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11790,징코센텔리아,제이메디,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11791,액티브 메틸 폴릭,닥터루템,0.0,0,"*언제든, 식전*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
11792,장건강 프로젝트365 프로바이오틱스 100억,종근당,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11793,면역앤 멀티유산균,닥터로이,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11794,엘더베리 구미,바이오슈왈츠,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2구미씩 드세요"
11795,장케어 솔루션,랩트리션,0.0,0,"*아침, 식전*   하루에 1회, 1회당 2포씩 드세요"
11796,비아세이프,유앤티바이오,0.0,0,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
11797,피부면역유산균 사케이65,뉴브라이트,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11798,프로폴리스 5000,네이처스위즈덤,0.0,0,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11799,면역365,에이치엘사이언스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1정씩 씹어서 드세요"
11800,마그네슘 아연,홀랜드앤바렛,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 2정씩 드세요"
11801,프리미엄 화려화,헬스피플,0.0,0,"*언제든*   하루에 1회, 1회당 1병씩 드세요"
11802,헬씨 프로바이오틱스 플러스,건우에프피,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
11803,이뮨 부스트,나트롤,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
11804,프로젝트 칼슘 마그네슘 비타민D 아연,유한메디카,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
11805,셀레늄아연에이스,제이엠바이오,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
11806,뉴트리원라이프 프로폴리스 이뮨 코어,뉴트리원,0.0,0,"*오전중*   하루에 1회, 1회당 2캡슐씩 씹어서 드세요"
11807,비비스칼 맨,비비스칼,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1정씩 물과 함께 드세요"
11808,리버토닉,허브토닉,0.0,0,"*언제든, 식전*   하루에 1회, 1회당 2캡슐씩 드세요"
11809,장 건강 프로바이오틱스,리하랑,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
11810,아연 구미 30mg,심플트루스,0.0,0,"*언제든*   하루에 1회, 1회당 2구미씩 드세요"
11811,이든 멀티미네랄 앤 효모,이든네이처,0.0,0,"*아침/점심/저녁*   하루에 3회, 1회당 10정씩 물과 함께 드세요"
11812,이너틱스,웰릿,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 그대로 또는 물과 함께 드세요"
11813,프리미엄 그린프로폴리스,뉴트리가든,0.0,0,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
11814,힘내! 장 유산균,홀라이프,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 직접 또는 물과 함께 드세요"
11815,코랄칼슘&amp;마그네슘 비타민D,베스처,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
11816,징코틴,와이앤에이치,0.0,0,"*오전중*   하루에 1회, 1회당 1정씩 드세요"
11817,콘드로이친 비타민D 아연 플러스,건국유업,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1정씩 드세요"
11818,하이 스트렝스 징크 30mg,네이처스온,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
11819,거트 헬스 포뮬라,코드에이지,0.0,0,"*아침, 식전*   하루에 1회, 1회당 3캡슐씩 드세요"
11820,비타민C &amp; 아연,홀랜드앤바렛,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 물과 함께 씹어서 드세요"
11821,프리미엄 맥스 파워 포 맨,코스모팜,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2캡슐씩 물과 함께 드세요"
11822,징코진 골드,경남제약,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11823,시크릿 레이디 유산균,월드바이오팜,0.0,0,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
11824,아연 히스티딘 시스테인 데포,알타파마,0.0,0,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
11825,징크 피콜리네이트,파라다이스허브,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
11826,이뮤니티 부스트,RSP뉴트리션,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
11827,웰씨드 마디칼슘,교원건강,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 2정씩 드세요"
11828,프리미엄 코랄 칼 앤 마그네슘 비타민D 아연,내추럴영,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
11829,이너플러스 크랜바이오틱스,장인정신에브리데이,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1팩씩 드세요"
11830,시아플렉스 에프 캡슐,셀메드,0.0,0,"*아침/저녁*   하루에 2회, 1회당 3캡슐씩 드세요"
11831,포스트바이오틱스 프리미엄,뉴트리네이처,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
